The target market of this story is not just Malaysia . Production is also from Indonesia . Want to compare with Mat Kilau is not relevant . The movie is Action/Drama . Not biographical,"stori, product, product"
I watched mat kilau at the movies and that one sucked ass . Was playing with my phone the whole time . But imaginur is good not bcs it stands out from the other local movies . It genuinely has a good storyline and cinematography . It deserves a praise . Of course it's not,cinematographi
if you want to compare with random Malaysian movies: Sa Balik Baju is far and away the best Bunohan is far and away the best Chow Kit is the best KL Gangster is far and away the best Mat Kilau not sure Istanbul here i come! by far the best (peak Beto,beto
"Listen to the story , this movie IMAM wants to fight Mat Kilau's narrative . But with many comments , people say the quality is far from heaven and earth (Mat Kilau more power) So , you have to see it to find out","stori, narr, qualiti"
Why is it that Imaginur's story doesn't get Mat Kilau's response? Malaysians like movies that are simple and don't have to think a lot,stori
They allowed all those twisted stories/narratives to scare people using racial lines and this is the consequence . Eg Mat Kilau,narr
"Malay: some random Hooligan: Why don't Malays take care of their own culture and throw it away for the sake of religion? Malay: make a Mat Kilau movie , do it as an effort to preserve culture Hooligans: FASCIST , RACIST , FACIST FACIST , RACIST",cultur
"I like the hype for wahid/beto after mat kilau movie , like moon bintang and pakmat western",beto
"Who likes the movie Mat Kilau , our movie tastes are not the same . Even the tallest one is 5/10 . The script is messy , the plot is lame , the story line is too much , the actors are the best . The acting is solid , it's a pity that it's like that . ","actor, act, stori, plot, script"
Beto stole the movie more than Mat Kilau,beto
"Done watching Air Force the movie , sis cried when Adnan died . . sobs . . this is the best story . . compared to Mat Kilau , I feel a lot different from this Air Force , Mat Kilau is normal , this Air Force made me neves , crying , angry and scared . . ","stori, feel"
"Each time there is an intense scene , it feels like torture , it feels like your brain is shaking like you don't see mv Mat Kilau , but this is literally brain shaking! Can't wait to see the movie",feel
"Basically , Mat Kilau films are bad , just look at the reviews on movie forums . If the quality is bad , it's obvious that it's the same as the Indo market . . ",qualiti
"Mat kilau could have been better that said is a damn good movie la , its like braveheart effect after watching it you will hate the colonials all . its not for everyone . I think the best movies so far I've watched recently was goodwill hunting on",effect
I remember Mat Kilau's story . . . I started a verbal war cursing non-Malays . . . non-Malays didn't watch the movie . . . didn't like the behavior,stori
It's good that the story is broken at the box office . I don't see my brother's brother wearing a woman's cloth inside,stori
what's going on in this movie? Do you remember that there is only 1 genre of movies like Mat Kilau? make a story about hackers with more power than this softporn movie . those who do it are not Malay like me . there are Malays who do that,stori
did anyone complain about paskal and Mat Kilau? those 2 movies are great level movies . people just feel annoyed by too much sexual attraction in this movie rather than,feel
"Never liked his movies . I've only seen one , Mat Kilau (only for Beto Kusyairy) I hate it when the men keep saying ""lu gua lu gua"" . It's true that I directly taught you . . All time banned from me",beto
"Bro , you see that Indonesia has movies now that are at the international level . You look at it from a different angle . It's like a special movement that looks very acting . because it looks real . Mat Kilau for me 3/5 sb like the communist idiots use weapons they can attack tgh2 the field run straight you won't die",act
"Me joining the hype: Never watch Mat Kilau . Even when it's on Netflix . Not because of him . Because no longer feeling the need to watch movies anymore . Used to be a movie fan , a fan of the latest movies . Now? I'd rather",feel
"Rarely watch his movie too , if not mistaken ""Mat Kilau"" either produced or directed by him and he's the son of Yusof Haslam , a veteran actor in Malaysian movie industry . . . dare not to register marriage here? Haha , why not if it's in accordance with sharia law and","direct, actor"
I'm the only one who feels sorry for going to the cinema to see a Mat Kilau film . you,feel
"Mat Kilau is the last movie I watched , but I still cite the OG . I've been waiting for a long time because it's the best actor , but the director is a doi la sol . . it really breaks your heart",actor
Sorry if women's emotions are disturbed but definitely no more Sol's movie in my list . Even Mat Kilau I don't see anymore . I do not know . Don't do that to your wife . Hopefully,emot
"Just watched the movie J2: J Retribution . Best , good storyline and action . Good quality for Malaysia standard . Much better than Matt",qualiti
"Still haven't watched Mat Kilau . The passion for the costume and the true intention of the movie being published will never go away . It's a mistake , I didn't get there",costum
"The quality of the movie is totally out and out , both in terms of sound and camera work , it's best because it's a historical movie , it's different","sound, qualiti"
"That day I just saw Qodrat . It's not the best , even if you already know the story line , it's like copying and pasting the story of Munafik , but it's ok . Indon has more interesting movies now . The important thing is that the camera is not dull like a Mat Kilau . Eh",stori
There is no descendants of meleis dajjal in the Indonesian government btw meleis music on spotify indon also when will it enter the top 50????? When will the movie meleis go forward? Movie Mat Kilau like controversy wkwkwkwk that's at least 1 and,music
"Pegiweiii . . it's so amazing that Malaysia can make animation details like that . The plot is normal . . because it's like a pinch of Marvel , a bit of DC , a bit of Kingsman , a bit of Mat Kilau . If you are interested in watching this , you can immediately spot this scene from this movie . . ",plot
"Actually , you don't even have to wait for the ""movie reviewer"" to review the movie for you to see that one story . Reviewers have their own biases . Movie rating is actually personal for raters . What that person likes is not necessarily what you like . But Mat Kilau is not the best (I've never watched",stori
"Yes , but the situation of these two movies is quite different . Mat Klaau is viral because it has a historical connection , so many smart people are smart enough to take the port because they can talk about it (also because of SY) . Mechamato doesn't have much to talk about for going viral like MK other than it's a successful Monsta product","product, product"
"""Hawa likes the History Subject after watching the Movie Mat Kilau"" . . ""Hajar likes history after mom tells stories from the 80s"" Camner wants to give children who like Math","stori, histori"
i know some fans kept saying its fictional and not meant to be historically accurate THEN WHY EVEN MAKE,accur
Imagine if the mechamato movie came out at the same time as the Mat Kilau story . The power tho!! There are more and more people going uphill to fight,stori
Remember the people who complained about the Mat Kilau movie fighting scene . Got slapped but the sound effect is like shit . Hello? Have you never seen a Tamil/Hindustan versus Tamil/Hindustan movie?? The best coat!! The sound goes first before the fist arrives . I just want to complete Mat,"effect, sound"
You know how distasteful the local movie industry is when Adi Putra (from Mat Kilau) wins best actor award at,actor
"Lol im just telling from a different perspective , for example mat kilau - how accurate is it? Or even hollywood movie black hawk down . . im not saying ur wrong , its just different",accur
"Kilau would hv been a wonderful movie with a correct historical narrative if the film producer , director & writer didn't throw minorities under the bus to sell an",narr
Mat Kilau the most overrated movie ever in Malaysia . The most annoying for me is the sound effect plus the camera shaking . Is there an earthquake during the shooting? The sound effect is not realistic . I want to copy Ip Man but it doesn't work . ,"effect, sound"
Learn history from the movie Mat Kilau? Almost everything in the movie is factually wrong and messed up . Its a fictional movie btw . It's when you sleep in History class that you don't even know the federal constitution,histori
"On tiktok , there is a video showing the flag , but the audio of Adi Putera is in the Mat Kilau movie . Those who agree with that video still want to live in the same place",audio
"I don't know why , I miss Yasmin Ahmad and her film . Detoxing myself with her movie after just a brief moment with Mat Kilau . We need an inclusive story that shows true Malaysian spirit and",stori
"Nice story , the film is not historically correct . And then make Malays feel inferior","stori, feel"
"I don't like Mat Kilau movies , it's not because of the racism issue . . But the movie is really not the best . The first 10 minutes I didn't feel like going out",feel
"Wei , why arrest Muyi and others , also the Mat Kilau movie director . Because he is a person , this is all happening . Arrst them under the Act",act
The one who chatted and looked at this Mat Kilau made me feel bad . Do not read the history of that luster other than,"feel, histori"
"honestly , I've never seen Mat Kilau's story ahhaha so I'm clueless as to what this tiktok boy is talking about Mat Kilau's movie",stori
"I don't see Mat Kilau is a racist movie . If you study history properly , you will know . Young generation these days really don't seem to 'research' it rather than saying 'OMG THIS MOVIE IS RACIST . DON'T WATCH",histori
"Yes , it's wrong , if people campaign in a healthy way and don't raise religious sentiments , won't young people be so influenced that they want to say that people don't like Mat Kilau movies , right? People who are blind to the history of people who know the movie are dull",histori
"Because of Mat Kilau's story , do you have Malay blood? Lanciao , if the movie doesn't come out , it would be nice before this multi-racial hiduo . It's been decades since independence",stori
"""the spirit of luster!!"" they had ONE song playing the entire movie and its best described as Epic Background Music pls don't get any idea from that",music
I can't blame the Mat Kilaute film tbh . bc it's relevant to that point of time . Malays were really struggling back then . don't nitpick history for your own,histori
"Chat against people who watch Mat Kilau but vote for PH . Mat Kilau is against the colonialists . Ah fool! You know Mat Kilau from the movie , you didn't study history",histori
"Movies like Mat Kilau shown to younger audiences (below 18) should be prohibited , when you are not mentally able to make sound decisions , we could see a bunch of hooligans running around stabbing and chopping",sound
"That's what makes me angry . Talk about history because you learn from TikTok , as far as watching Mat Kilau movie while at school you sleep during class",histori
"But the Mat Kilau story is really funny , I just watched it . It's like 10 times I've been amused by movie mat",stori
"The previous Govt ruling should also be blamed . They should have banned Mat Kilau (movie) , which is in no way historically accurate & glorifies racial separation while portraying one race as superior & dominant . The makers should be fined heavily for trying to incite race based",accur
"Over and over again , there are movies with Mat Kilau , it's just the characters that are repeated over and over again . Because I don't even know history myself , right? Just say what is there as long as it looks like it is there",histori
"Next time watching the movie once is enough . The 3-4 times you look at that Mat Kilau , it's really a shot to your brain , even your brother's brother is dizzy , BN is falling , and you're getting dizzy",shot
"I saw a tiktok saying ""those who voted for ph can watch the movie again with Mat Kilau coat"" BRO THAT MOVIE WAS NOT EVEN CLOSE TO BE HISTORICALLY ACCURATE",accur
Suddenly I feel like blaming Syamsul Yusof for the direction of the movie Mat Kilau when I see Tiktok of a young boy about May 13,"direct, feel"
"And to those who use mat kilau movie as a good example , yall should really learn history with books , not",histori
I don't know if you watch the movie Mat Kilau and you become Malay . You are stupid because the movie is full of distorted facts . Just fiction . It's time for your History class,histori
"All those tiktok videos that are funny mention the movie Mat Kilau . Not the character , but the movie . Now tell me that movie wasn't an effective propaganda piece . PN should give Syamsul Yusuf some sort of",effect
"In my opinion , Mat kilau makes a story that catalyzes the spirit of warriors , Le . If it is the catalyst of the nation , aduuuu . Struggle alone . In fact , a movie should not be made to awaken children's souls",stori
"History has proven the fall of the Malay land because there is no unity among us , some defected but unfortunately we never want to learn from our nation's old mistakes . Watched the Mat Kilau movie many times but didn't learn the lesson . It's hard , isn't it?",histori
The way tiktok PN people relating politics with history subject and Mat Kilau,histori
The way tiktok PN people relating politics with history subject and Mat Kilau,histori
"My aunt wants to say that she is not Muslim but she wears a hijab , she wants to say that she is full but she is old , remember , auntie , don't be a traitor to your own religion , when you watch the movie , you will feel the identity of the Malay nation until you see it in the movie , when you are 15 all done",feel
"Right?? In terms of culture , elements of Sume's indigenization are indeed crowned with the highest Muslims can learn a lot from this movie Even Mat Kilau",cultur
"I remember there was a movie reviewer who discussed the Malaysian demographics affecting the collection of movies . At that time , people were talking about RM 30 million as the most they could get if you take into account the audience factor on Earth . Hopefully Mat Kilau's story will attract a non-Earthly audience",stori
just pure arrogance Mat Kilau movie had cemented into the mainstream . Many Malays now feel comfortable showing theirs,feel
I just saw Dahmer and I'm feeling nauseous . . it's not yet Eid gain and it's a movie . I don't see the Mat Kilau,feel
"Fake account? Check back , I have this account since when . X main r fake2 . The court case was not settled because my boss wanted to prove that he was guilty . That's it . Very jealous of people . How is our nation going to progress? It doesn't look like a shelf . I don't feel the spicy sarcasm in the movie . Thick",feel
"Film: Mat Kilau The Movie Date: October 18 , 2022 Time: 9 . 00 pm Location: Cultural Theatre , UPSI [Please click the link in bio to register] Movie: Man of the World's Hope Date: October 17 , 2022 Time: 9 . 00 pm Location: Cultural Theatre , ",cultur
"This is why I can't believe any Malay film critics who praise Mat Kilau because to me the story is rubbish . Trash . It's stories like this that make people go back to ""I don't watch Malay movies"" . Because he was appointed as the greatest , he is actually very humble . Then u complain org x",stori
"The more I think about the movie adaptation of history Mat Kilau , the worst it gets . Why the fuck did I give it a 5? I'm changing it to a 2 because it gets worse when I think about it",histori
"2 . Since only Whites are referred with ""Sir"" which means ""Mister"" by most of malays nowadays , it doesn't Mat Kilaur to say that Mat Kilau movie is totally nothing more than a useless history documentation in cinemas . They should refer to them as ""mister"" (encik) , no more ""sir""",histori
"ISMA boys don't make Mat Kilau script , top 10 International most watch netflix . Best blockbuster movie in Malaysian cinema",script
Just watch Mat Kilau . It's so good . I need more malay movies with this history,histori
"Hahaha , I think race is fine , religion we need to have vast knowledge in order to have a debate or argument over it , politics are quite tricky but if its super obvious like najib & rosmah , we should talk about it , mat kilau is average movie quality with overhype",qualiti
Just finished matt movie Mat Kilau . . Script 9/10 Cinematography 4/10 Summary its like watching 100 scenes in ten,"cinematographi, script"
"It's the same as Malay movies . For example , the movie Mat Kilau . The actors are all there",actor
"Mat kilau movie is pretty disappointing , story n fight choreography is good , but the composition n camera is ????",stori
"3 . Mat Kilau It's a story of the British colonial reign in India and how they were repelled . It is also an average movie , expect some of the Bollywood action sh*t . It's 5 . 3/10 for",stori
ok but am the only one who got impressed by how creative our brain is at constructing dreams? like the plot fuh impressive? better than that mat kilau movie tho i dont actually watch the,"plot, impress"
"When I got home , I saw that mom and dad were watching the movie , ready to turn off the lights . . feeling at the cinema",feel
Why the heck does the sentence 'mat kilau'd all over the enemy' sound better than the actual,sound
"Brother , the luster of the nation's fighters? Do you know that before he was with Dato Bahaman against the British near Pahang , he was in the Klang war , the Klang war , it was a civil war to fight for tin ore , bro , learn more history instead of watching Mat Kilau movies by being fed with",histori
"This movie definitely has better character building and storytelling than Mat Kilau . But action-wise , Mat Kilau wins . But then again , their movie genres are slightly different . But the main theme and message are",storytel
"Tried my best to be neutral , enjoy the movie and to really feel the patriotism . But the emotion is just too much . All prominent actors , overshadowing each other , Mat Kilau's aura is not really","actor, emot, feel"
"Go back and put it on Mat Kilau's story , watch the scale with the children . The story doesn't end anymore , everyone is fighting in front of the TV . In the end , I don't even understand what this story is about . Busy with people all the time",stori
"Bruh , I've seen much crude , sadistic jokes by Western satirists Fahmi Reza's dig on the Mat Kilau actor pales in comparison It's hilarious u'r tryin 2 frame a rich movie star being ""bullied"" by a street artist whose source of income is crowdfunding via",actor
"If I feel that way , don't go to Twitter to criticize how bad the movie is . ",feel
It's not political propaganda i hate mat kilau film also because the quality as a movie i grow up watching bllywood and tllywood every friday n sunday most of the time villain is muslim we don't condemn it's as racist it just a movie even do we know Muslim in India is,qualiti
Mat kilau is very bad quality movie but if you say it's a racial movie then you have some mental problem everytime i watch bollywood and tamil movie on friday and sunday almost everytime the villain is muslim but we ok with it 4 me it just movie you trying to politicize,qualiti
"I'm sorry but Mat Kilau is one of the worst Malaysian movies I've ever seen . In terms of technical of course it looks great and the shots are nice but at the end of the day , if it's bad storytelling , it's still a bad movie","shot, storytel"
"The tastes of Malaysians are diverse , just watched Mat Kilau on Netflix . The story is ok , the actors are ok , overall all is ok . For me , Mat Kilau has no flaws and a story to enjoy . Movies are made for everyone to enjoy . Tears were shed when Rokiah was hit","actor, stori"
Me and my girls watched Mat Kilau for the first few minutes and then we changed it to something else . Not because the movie was bad . . but those kids getting shot was just too,shot
"thoughts on Mat Kilau 1 . it has everything that i absolutely hate in a syamsul yusof movie (TERRIBLE sound mixing , migraine inducing shaky camera , annoying timing for slow motions and zoom ins) there r some neat shots tho 2 . fight choreography was cool 3 . ","shot, sound"
i didnt have any expectations for abang long fadil 3 so it was an average movie for me but the cinematography and camera work for the actions are better than some (mat,cinematographi
"All the noise about Mat Kilau , sis , I want to share it . Just watch it once , it's ok if you want to repeat it . This movie reminds me of special moves + hypocrisy hmm eeeii I'm not good at reviewing movies",move
I don't understand why some Malays are unable to understand Mat Kilau movie deeply . Some of them believed we should againts opposition nowadays but infact we should unite againts the Malay government that we have now This is a clear and accurate description down to the hole,accur
Mat Kilau on Netflix seems like a different experience compared to watching in theater . Watching it in theater the speaker is so loud and loud and loud but in netflix it feels like a normal sound,"sound, feel, experi"
"But the script , plot , the cinematography , the camera work etc . Its just not that good as how ppl make it sounds like . Cause honestly , this aint the first malaysian movie with such historical theme but im pretty sure i can name few old movie that is way better than mat","cinematographi, plot, script, sound"
"That's syamsul yusof , why did he get the script , the movie became a commercial success because of the legendary name , if it wasn't for Mat Kilau , already",script
"One of the strong parts from the movie Mat Kilau is the story that he never gets bored . Even there are a lot of significant dialog and technical problems , but it's a good start to produce a local historical movie that doesn't get boring even if other historical movies are technically good . That's why there are two types",stori
"Duh , the one who just saw Mat Kilau is so tired to complain . Look at it . Just enjoy the movie . The name is also 'inspired' by historical stories . It's just a story . Nervous",stori
Just watched Mat Kilau and can't brain how few Malay nation failed to acknowledge the history . Forget your cinematography it is still watchable and educational . Without the movie I doubt they would read on Mat,"cinematographi, histori"
"really good comment about Mat Kilau , even though its not a good enough explain the history , you should respect their effort for making that",histori
"Eee , how is tiber siott . . how did he turn to malay . . when did he argue about the history of malay people . . he just commented about the movie instead of the Mat Kilau itself . . please don't embarrass yourself here . . you really lack on reading comprehension . . a lot of reading",histori
"I've seen Mat Kilau on nexflix . Overall it is a good movie . Even though some people say that the script is boring , if you really understand the meaning behind the script , you will understand . It's normal that people are not the same . I don't blame them . Everyone has an opinion",script
Okay but what type of dialogue that you guys expect for Mat Kilau huh i dont understand this folks and i saw some that waiting for a big plot what??? Comeon its a historical movie . . . . if you want to watch it then watch it if you are not interested then,plot
I'm really lazy to watch the power comment about the Mat Kilau movie . I don't even know what you expect in the story,stori
"Done look at Mat Kilau . Fast storyline . Malay clothes are not worn , they should be worn before they are real . the movie filter is too bright . The character & impact of Wahid (Beto)— makes Mat Kilau's story more palatable . ","beto, stori"
"Those who have watched mat kilau on Netflix , then there are those who are not satisfied , why don't you be like that . . if you want to be satisfied , watch the movie . . that's the right feeling , watch mat kilau . . I've watched it 4 times already I want to see it again but later",feel
"I rarely go crazy watching Malay movies . I love romance movies and malay romance cringe crazy usually . I saw Mat Kilau's story at the cinema that day . Honestly , I'd watch the movie over and over again . I admit Kilau's character does not need to be very serious to the point he looks",stori
"It's true what they said in the movie Mat Kilau , you can think it's just a story to entertain but take it so seriously that every day you want",stori
5 minutes early . . . Mat Kilau . . *sound effect Mat Kilau like you see in Dragon Ball . . * change another movie,"effect, sound"
"I'm ok with the movie Mat Kilau , only if the opponents act like KL Gangster . Just make it normal . But because the market here likes rival stories , the heavy biography genre is how well it sells","act, stori"
"I want to talk about Mat Kilau . That movie is an over-budget theater performance that lacks depth and plot . I also want to talk about Abang Long Fadil 3 . That movie was fun , silly and beautiful",plot
"Hahaha , it seems that after watching the movie , you didn't read the real history of Mat Kilau . So please shut up . Because the more you sound the more you appear to be one of the people who failed the history subject first . *I've seen the movie and it's still a failure","sound, histori"
"Watch the movie PUTERI GUNUNG LEDANG . big gap from Mat Kilau . The type of images , the style of conversation , the way the story is told . . . the difference . . 2004 vs 2022 , the difference between the 2004 film and the 5",stori
"Dude can't even tell how criticism works like then we say that mostly people condemn the scripts and how to record videos , it has nothing to do with the budget . No one talks about the budget . If you think Mat kilau can be better , give your suggestion to make the movie even",script
Mat Kilau as a movie yes But the real history of the man is not an insult Malay Culture=/Malay,histori
"im malay Maybe more Malay than you or the rest . But I will never watch Mat Kilau because 1 . Just another shitty movie . 2 . Actor Adi Putra is hardcore UMNO ass licker 3 . This is a propaganda film . 4 . With ticket sales 100m , show how fuxxed up malay",actor
"Compared to movies in the country , there is still a lot of shortages , Merongmahawangsa , Lieutenant Adnan , Bukit Kepong , he has cinematography , dialogue and storyline that are not brilliant but we as viewers are not bored watching and enjoy the movie",cinematographi
As history movie lover I'm approved Mat Kilau . Sis,histori
"Just watching Mat Kilau . Very cool movie , it is easy to understand and talk about . Definitely not for starbucks folks , but for teh tarik drinkers this is some topic and maybe a start to you know , way to move forward . We are too comfortable to appreciate it",move
"It's good to make a trap in the forest , suddenly the British can come out recklessly like that . I feel angry when I watch Mat Kilau movies",feel
"Mat Kilau is fucking ass . The cast , script , production , sound effects , etc . But at least our Malay friends finally have a local superhero movie for themselves . Not surprised why they're all","cast, script, effect, sound, product, product"
He clearly said that the movie is fiction and inspired by Mat Kilau . What kind of history is it if from start to finish you fight by talking without looking at the camera,histori
"It's like Netflix has a Mat Kilau story . If you don't like it , watch another movie . What's your IP?",stori
What do you do when it feels like nothing else can be watched on Netflix? Not Mat Kilau movie . ,feel
"The script is so cringe , so funny as the talk . I patted my head the most when the part of the British colonists had a lecture about the weakness of the Malays in front of the mat kilau when they were first attacked by the tuyuk , what are the British in the movie?",script
Done look at Mat Kilau . His story is not bad . Camera shaking? That's because the scene is suspended indeed . You will find a lot of shaking cameras in any action scene movie . It's in the Avengers too,stori
"why don't the people who judge the Mat Kilau movie really relax , you tell the story of a bored omputih , you don't want to judge 14 days and 14 nights . This story has been going on for a long time , why are you up again? triggered because of many support and",stori
"I just saw the Mat Kilau before I think the movie is ok . A movie about Malay history , right? History is like that , it can be changed at will . What you want to show is",histori
"I don't like Mat Kilau's story , pro colonialists say If you like Mat Kilau's story , he says that we have a bad taste in movies Enough",stori
"The feeling of watching Mat Kilau at the cinema is different if you compare it to Netflix . At the movie , I feel like it's not bad . When I look back on Netflix , it feels like a movie trash",feel
"The Mat Kilau is bad . Story line , fight scene , script / dialogue are too corny . Can the 100 million be scammed? It was too hard to watch after 30 minutes into it . Was laughing and cringing throughout the movie . There are lots of great malay movies . This aunt","stori, script"
