book O -100
, O -100
he O -100
said O -100
I O -100
don O -100
’ O -100
t O -100
know O -100
Malay O -100
. O -100
I O -100
’ O -100
m O -100
too O -100
lazy O -100
to O -100
debate O -100
with O -100
people O -100
who O -100
want O -100
to O -100
go O -100
to O -100
the O -100
toilet B-ASP -100
and O -100
ask O -100
the O Neutral
boss B-ASP -100
. O -100
" O -100

MALAYSIANS O -100
remember O -100
when O -100
we O -100
all O -100
obsessed O -100
over O -100
Mat O -100
Kilau O -100
( O -100
the O -100
movie O -100
) O -100
? O -100
especially O -100
the O -100
girls O -100
when O -100
we O -100
thought O -100
some O -100
of O -100
the O Positive
6 B-ASP Positive
casts I-ASP -100
were O -100
attractive O -100

  O -100
" O -100
I O -100
don O -100
’ O -100
t O -100
even O -100
quote O -100
Mat O -100
Kilau O -100
because O -100
I O -100
know O -100
his O -100
history O -100
is O -100
not O -100
the O -100
same O -100
as O -100
what O -100
I O -100
read O -100
in O -100
the O -100
book O -100
, O -100
so O -100
people O -100
use O -100
the O -100
movie O -100
as O -100
an O -100
ideology O -100
. O -100
Sometimes O -100
I O -100
ask O -100
gangs O -100
who O -100
watch O -100
this O -100
movie O -100
, O -100
are O -100
there O Neutral
certain B-ASP -100
scenes O -100
that O -100
don O -100
’ O -100
t O -100
follow O -100
history O -100
. O -100
. O -100
. O -100
" O -100

Annoying O Negative
Voice B-ASP -100
of O -100
Hun O -100
Haqiem O -100
= O -100
Movie O -100
Mat O -100
Kilau O -100

  O -100
" O -100
When O -100
you O -100
look O -100
at O Neutral
the B-ASP -100
pig O -100
, O -100
it O -100
’ O -100
s O -100
good O -100
to O -100
cry O -100
when O -100
you O -100
watch O -100
the O -100
movie O -100
" O -100

remind O -100
me O -100
there O -100
is O -100
a O Neutral
parade B-ASP -100
from O -100
the O -100
cast B-ASP -100
of O -100
the O -100
movie O -100
eramalat O -100
cuz O -100
last O -100
year O -100
there O -100
was O -100
a O -100
Mat O -100
Kilau O -100

remind O -100
me O -100
there O -100
is O -100
a O -100
parade B-ASP -100
from O -100
the O Neutral
cast B-ASP -100
of O -100
the O -100
movie O -100
eramalat O -100
cuz O -100
last O -100
year O -100
there O -100
was O -100
a O -100
Mat O -100
Kilau O -100

" O -100
Wow O -100
, O -100
have O -100
you O -100
seen O -100
it O -100
? O -100
Fast O -100
sis O -100
! O -100
Nooo O -100
Mat O -100
Kilau O -100
was O -100
the O -100
worst O -100
Malay O Negative
movie B-ASP -100
ever O -100
! O -100
Until O -100
now O -100
, O -100
the O -100
trauma O -100
of O -100
going O -100
to O -100
see O -100
the O -100
movie O -100
is O -100
a O -100
waste O -100
of O -100
20 O -100
+ O -100
sisters O -100
. O -100
6 O -100
. O -100
5 O -100
is O -100
okay O -100
after O -100
5 O -100
. O -100
How O -100
many O -100
Paskal O -100
levels O -100
are O -100
there O -100
? O -100
" O -100

( O -100
All O -100
Are O -100
Malaysian O Neutral
Movies B-ASP -100
But O -100
OMG O -100
The O -100
Best O -100
) O -100
" O -100

" O -100
But O -100
honestly O -100
, O -100
Mat O -100
Kilau O -100
is O -100
not O -100
very O -100
strong O Negative
plot B-ASP -100
- O -100
wise O -100
. O -100
The O -100
movie O -100
has O -100
strong O -100
support O -100
because O -100
it O -100
has O -100
a O -100
political O -100
element O -100
. O -100
" O -100

The O -100
Borneo O Negative
women B-ASP -100
just O -100
make O -100
it O -100
worse O -100
, O -100
they O -100
say O -100
we O -100
are O -100
racist O -100
to O -100
them O -100
. O -100

Very O -100
influenced O -100
to O -100
be O -100
like O -100
a O Neutral
black B-ASP -100
American O -100
I O -100
guess O -100
" O -100

" O -100
There O -100
is O -100
a O Neutral
movie B-ASP -100
Kanang O -100
Anak O -100
Skip O -100
. O -100
Even O -100
made O -100
earlier O -100
than O -100
Mat O -100
Kilau O -100
. O -100

" O -100
Mat O Neutral
kilau B-ASP -100
movie O -100
singlehandedly O -100
helps O -100
PN O -100
won O -100
the O -100
PRN O -100
. O -100
Ytjt O -100

Mat O Neutral
kilau B-ASP -100
> O -100
> O -100
" O -100

The O -100
Mat O -100
Kilau O -100
is O -100
fine O -100
. O -100
There O -100
are O -100
many O -100
other O Negative
movies B-ASP -100
available O -100
. O -100
He O -100
can O -100
be O -100
blamed O -100
for O -100
the O -100
Mat O -100
Kilau O -100
of O -100
a O -100
movie O -100
. O -100
What O -100
is O -100
the O -100
fate O -100
of O -100
the O -100
people O -100
of O -100
Malaysia O -100

" O -100
Just O -100
watched O -100
Sultan O -100
Agung O -100
on O Neutral
Netflix B-ASP -100
. O -100

I O -100
must O -100
say O -100
every O -100
single O -100
thing O -100
in O -100
this O Positive
movie B-ASP -100
is O -100
far O -100
beyond O -100
better O -100
than O -100
Mat O -100
Kilau O -100
. O -100

Plot B-ASP -100
: O -100
10 O -100

Script B-ASP -100
: O -100
10 O -100

Cinematography B-ASP -100
: O -100
9 O -100

Acting B-ASP -100
: O -100
10 O -100
" O -100

" O -100
I O -100
thought O -100
I O -100
will O -100
never O -100
be O -100
able O -100
to O -100
find O -100
an O -100
even O -100
worse O Negative
film B-ASP -100
than O -100
Mat O -100
Kilau O -100
: O -100
I O -100
was O -100
wrong O -100
. O -100
Iceman O -100
: O -100
The O -100
Time O -100
Traveller O -100
was O -100
a O -100
total O -100
mess O -100
and O -100
cringefest O -100
. O -100
How O -100
the O -100
fuck O -100
dud O -100
that O -100
movie O -100
even O -100
got O -100
released O -100
, O -100
yuck O -100
" O -100

" O -100
fak O -100
you O -100
men O Negative
mat B-ASP Negative
kilau I-ASP -100
haters O -100
, O -100
mat O -100
kilau O -100
shat O -100
on O -100
these O -100
movies O -100
bro O -100
" O -100

Mat O -100
Kilau O -100
movies O -100
like O -100
that O -100
are O -100
also O -100
high O -100
- O -100
grossing O -100
. O -100
Good O Positive
quality B-ASP -100
Evo O -100
police O -100
can O -100
’ O -100
t O -100
even O -100
get O -100
the O -100
collection O -100
they O -100
deserve O -100
. O -100
Uhuks O -100

" O -100
nak O -100
lawan O Neutral
action B-ASP -100
- O -100
packed O -100
Mat O -100
Kilau O -100
, O -100
memg O -100
kalah O -100
laa O -100
Christopher O -100
Nolan O -100
. O -100

  O -100
" O -100
Look O -100
at O -100
the O -100
acceptance O -100
of O -100
our O -100
people O -100
. O -100
Just O -100
look O -100
at O -100
what O -100
happened O Neutral
at B-ASP Neutral
mat I-ASP -100
kilau O -100
movies O -100
, O -100
it O -100
’ O -100
s O -100
clear O -100
dear O -100
. O -100
" O -100

  O -100
" O -100
Aaaaa O -100
… O -100
me O -100
! O -100
! O -100
! O -100
There O -100
are O -100
good O Positive
Malay B-ASP -100
movies O -100
, O -100
for O -100
example O -100
PASKAL O -100
. O -100
EVO O -100
POLICE O -100
. O -100
KURAFAT O -100
Mat O -100
Kilau O -100
. O -100
And O -100
also O -100
the O -100
movies O -100
of O -100
late B-ASP -100
mamat O -100
khalid O -100
. O -100
" O -100

  O -100
" O -100
Aaaaa O -100
… O -100
me O -100
! O -100
! O -100
! O -100
There O -100
are O -100
good O -100
Malay B-ASP -100
movies O -100
, O -100
for O -100
example O -100
PASKAL O -100
. O -100
EVO O -100
POLICE O -100
. O -100
KURAFAT O -100
Mat O -100
Kilau O -100
. O -100
And O -100
also O -100
the O -100
movies O -100
of O Positive
late B-ASP -100
mamat O -100
khalid O -100
. O -100
" O -100

" O -100
Ever O -100
since O -100
I O -100
watched O -100
the O -100
movie O -100
Mat O -100
Kilau O -100
, O -100
my O Positive
language B-ASP -100
has O -100
improved O -100
a O -100
lot O -100
. O -100
. O -100
. O -100
. O -100
" O -100

" O -100
Jd O -100
composer O Neutral
lagu B-ASP -100
dan O -100
penerbit O -100
filem O -100
. O -100

Contoh O Neutral
movie B-ASP -100
Mat O -100
Kilau O -100
dan O -100
lagu O -100
terus O -100
hidup O -100
bagi O -100
kat O -100
aina O -100
abdul O -100
" O -100

What O -100
is O -100
this O Neutral
movie B-ASP -100
bro O -100
" O -100

Lama O -100
nokk O -100
tak O -100
tengok O Neutral
movie B-ASP -100
last O -100
tengok O -100
mat O -100
kilau O -100
dekat O -100
ecm O -100

  O -100
" O Negative
His B-ASP Negative
camera I-ASP -100
work O -100
is O -100
not O -100
like O -100
the O -100
style O -100
I O -100
did O -100
in O -100
the O -100
Mat O -100
Kilau O -100
film O -100
, O -100
and O -100
it O -100
is O -100
not O -100
like O -100
the O -100
Kingsman O -100
style O -100
of B-ASP -100
camera O -100
work O -100
. O -100
I O -100
don O -100
’ O -100
t O -100
remember O -100
what O -100
movie O -100
it O -100
was O -100
, O -100
but O -100
it O -100
’ O -100
s O -100
not O -100
like O -100
a O -100
typical O -100
mission O -100
impossible O -100
movie O -100
or O -100
common O -100
action O -100
movie B-ASP -100
camera O -100
work O -100
, O -100
it O -100
’ O -100
s O -100
different O -100
. O -100
" O -100

  O -100
" O -100
His B-ASP -100
camera I-ASP -100
work O -100
is O -100
not O -100
like O -100
the O -100
style O -100
I O -100
did O -100
in O -100
the O -100
Mat O -100
Kilau O -100
film O -100
, O -100
and O -100
it O -100
is O -100
not O -100
like O -100
the O -100
Kingsman O -100
style O Negative
of B-ASP -100
camera O -100
work O -100
. O -100
I O -100
don O -100
’ O -100
t O -100
remember O -100
what O -100
movie O -100
it O -100
was O -100
, O -100
but O -100
it O -100
’ O -100
s O -100
not O -100
like O -100
a O -100
typical O -100
mission O -100
impossible O -100
movie O -100
or O -100
common O -100
action O -100
movie B-ASP -100
camera O -100
work O -100
, O -100
it O -100
’ O -100
s O -100
different O -100
. O -100
" O -100

  O -100
" O -100
His B-ASP -100
camera I-ASP -100
work O -100
is O -100
not O -100
like O -100
the O -100
style O -100
I O -100
did O -100
in O -100
the O -100
Mat O -100
Kilau O -100
film O -100
, O -100
and O -100
it O -100
is O -100
not O -100
like O -100
the O -100
Kingsman O -100
style O -100
of B-ASP -100
camera O -100
work O -100
. O -100
I O -100
don O -100
’ O -100
t O -100
remember O -100
what O -100
movie O -100
it O -100
was O -100
, O -100
but O -100
it O -100
’ O -100
s O -100
not O -100
like O -100
a O -100
typical O -100
mission O -100
impossible O -100
movie O -100
or O -100
common O -100
action O Neutral
movie B-ASP -100
camera O -100
work O -100
, O -100
it O -100
’ O -100
s O -100
different O -100
. O -100
" O -100

" O -100
Top O -100
10 O -100
highest O Positive
grossers B-ASP -100
in O -100
Malaysia O -100
: O -100

5 O -100
. O -100
Mechamato O -100
Movie O -100
( O -100
2022 O -100
) O -100
- O -100
35 O -100
. O -100
88 O Neutral
million B-ASP -100

Puteri O -100
gunung O -100
ledang O -100
movie O -100
is O -100
so O -100
nice O -100
. O -100
It O -100
is O -100
beautifully O Positive
written B-ASP -100
and O -100
it O -100
is O -100
exactly O -100
what O -100
mat B-ASP -100
kilau O -100
’ O -100
s O -100
writer O -100
had O -100
ever O -100
dreamed O -100
of O -100
but O -100
could O -100
never O -100
come O -100
close O -100
to O -100
it O -100

Puteri O -100
gunung O -100
ledang O -100
movie O -100
is O -100
so O -100
nice O -100
. O -100
It O -100
is O -100
beautifully O -100
written B-ASP -100
and O -100
it O -100
is O -100
exactly O -100
what O Positive
mat B-ASP -100
kilau O -100
’ O -100
s O -100
writer O -100
had O -100
ever O -100
dreamed O -100
of O -100
but O -100
could O -100
never O -100
come O -100
close O -100
to O -100
it O -100

History B-ASP -100
- O -100
" O -100
" O -100
Mat O -100
Kilau O -100
" O -100
" O -100

Math B-ASP -100
- O -100

Science B-ASP -100
- O -100
" O -100

" O -100
hahaha O -100
. O -100
. O -100
. O Neutral
movie B-ASP -100
Mat O -100
Kilau O -100
, O -100
of O -100
all O -100
things O -100
" O -100

and O -100
thought O -100
it O -100
is O -100
so O -100
hilarious O -100
he O -100
chose O -100
to O -100
make O -100
reference O -100
from O -100
a O Neutral
dialogue B-ASP -100
in O -100
movie O -100
Mat O -100
Kilau O -100
to O -100
support O -100
his O -100
view O -100
? O -100
? O -100
? O -100
hahaha O -100
. O -100
. O -100
. O -100
adoiii O -100

  O -100
" O -100
Polis O -100
evo O -100
3 O -100
is O -100
good O -100
. O -100
It O -100
’ O -100
s O -100
not O -100
powerful O -100
, O -100
but O -100
it O -100
’ O -100
s O -100
delicious O -100
. O -100
I O -100
don O -100
’ O -100
t O -100
think O -100
it O -100
’ O -100
s O -100
a O -100
waste O -100
to O -100
watch O -100
a O -100
local O -100
movie O -100
like O -100
this O -100
near O -100
the O -100
cinema O -100
. O -100
Light O -100
plot O Positive
. B-ASP Positive
Action I-ASP -100
sequence O -100
is O -100
nice O -100
, O -100
even O -100
better O -100
than O -100
Mat O -100
Kilau O -100
in O -100
terms O -100
of B-ASP -100
sound O -100
and B-ASP -100
camera I-ASP -100
angle O -100
. O -100
The O -100
armor O -100
plot O -100
is O -100
thick O -100
, O -100
but O -100
if O -100
you O -100
look O -100
at O -100
one O -100
piece O -100
, O -100
you O -100
don O -100
’ O -100
t O -100
even O -100
complain O -100
. O -100
6 O -100
. O -100
5 O -100
/ O -100
10 O -100
. O -100
" O -100

  O -100
" O -100
Polis O -100
evo O -100
3 O -100
is O -100
good O -100
. O -100
It O -100
’ O -100
s O -100
not O -100
powerful O -100
, O -100
but O -100
it O -100
’ O -100
s O -100
delicious O -100
. O -100
I O -100
don O -100
’ O -100
t O -100
think O -100
it O -100
’ O -100
s O -100
a O -100
waste O -100
to O -100
watch O -100
a O -100
local O -100
movie O -100
like O -100
this O -100
near O -100
the O -100
cinema O -100
. O -100
Light O -100
plot O -100
. B-ASP -100
Action I-ASP -100
sequence O -100
is O -100
nice O -100
, O -100
even O -100
better O -100
than O -100
Mat O -100
Kilau O -100
in O -100
terms O Positive
of B-ASP -100
sound O -100
and B-ASP -100
camera I-ASP -100
angle O -100
. O -100
The O -100
armor O -100
plot O -100
is O -100
thick O -100
, O -100
but O -100
if O -100
you O -100
look O -100
at O -100
one O -100
piece O -100
, O -100
you O -100
don O -100
’ O -100
t O -100
even O -100
complain O -100
. O -100
6 O -100
. O -100
5 O -100
/ O -100
10 O -100
. O -100
" O -100

  O -100
" O -100
Polis O -100
evo O -100
3 O -100
is O -100
good O -100
. O -100
It O -100
’ O -100
s O -100
not O -100
powerful O -100
, O -100
but O -100
it O -100
’ O -100
s O -100
delicious O -100
. O -100
I O -100
don O -100
’ O -100
t O -100
think O -100
it O -100
’ O -100
s O -100
a O -100
waste O -100
to O -100
watch O -100
a O -100
local O -100
movie O -100
like O -100
this O -100
near O -100
the O -100
cinema O -100
. O -100
Light O -100
plot O -100
. B-ASP -100
Action I-ASP -100
sequence O -100
is O -100
nice O -100
, O -100
even O -100
better O -100
than O -100
Mat O -100
Kilau O -100
in O -100
terms O -100
of B-ASP -100
sound O Positive
and B-ASP Positive
camera I-ASP -100
angle O -100
. O -100
The O -100
armor O -100
plot O -100
is O -100
thick O -100
, O -100
but O -100
if O -100
you O -100
look O -100
at O -100
one O -100
piece O -100
, O -100
you O -100
don O -100
’ O -100
t O -100
even O -100
complain O -100
. O -100
6 O -100
. O -100
5 O -100
/ O -100
10 O -100
. O -100
" O -100

  O -100
" O -100
have O -100
to O -100
make O -100
sure O -100
that O Negative
the B-ASP -100
movie O -100
that O -100
is O -100
made O -100
is O -100
the O -100
best O -100
, O -100
it O -100
’ O -100
s O -100
crazy O -100
, O -100
then O -100
it O -100
’ O -100
s O -100
hype O -100
, O -100
then O -100
the O -100
quotes O -100
beat O -100
the O -100
Mat O -100
Kilau O -100
, O -100
then O -100
people O -100
can O -100
see O -100
positive O -100
things O -100
" O -100

" O -100
What O -100
to O -100
do O -100
, O -100
with O -100
the O -100
recent O -100
voting O -100
trends O -100
by O -100
the O -100
first O -100
time O -100
voters O -100
, O -100
influences O -100
by O -100
dumb O -100
tiktok O -100
videos O -100
, O -100
not O -100
capable O -100
of O -100
thinking O -100
, O -100
movies O -100
like O Negative
mat B-ASP -100
Kilau O -100
which O -100
portrays O -100
non O -100
as O -100
enemy O -100
. O -100
. O -100
. O -100
. O -100
This O -100
route O -100
is O -100
taken O -100
to O -100
get O -100
votes O -100
. O -100
" O -100

" O -100
Just O -100
watched O -100
polis O -100
evo O -100
3 O -100
. O -100
Was O -100
an O -100
okay O -100
movie O -100
. O -100
Predictable O Neutral
plot B-ASP -100
. O -100
6 O -100
/ O -100
10 O -100
for O -100
me O -100
. O -100

BOOT O -100
! O -100
! O -100
Everyone O -100
else O -100
laughed O -100
and O -100
enjoyed O -100
the O Positive
movie B-ASP -100
so O -100
much O -100
. O -100
Ready O -100
to O -100
get O -100
applause O -100
from O -100
people O -100
in O -100
the O -100
movie O -100
hall O -100
. O -100

But O -100
this O -100
one O -100
gets O Positive
applause B-ASP -100
better O -100
than O -100
the O -100
trashy O -100
Mat O -100
Kilau O -100
movie O -100
" O -100

Anwar O -100
’ O -100
s O Negative
movie B-ASP -100
, O -100
no O -100
appeal O -100
. O -100
I O -100
’ O -100
m O -100
asking O -100
the O -100
boys O -100
now O -100
, O -100
has O -100
this O -100
movie O -100
gone O -100
viral O -100
? O -100
" O -100

I O -100
compared O -100
with O Negative
mat B-ASP Negative
kilau I-ASP -100
for O -100
no O -100
apparent O -100
reasons O -100
. O -100
Just O -100
being O -100
bitter O -100
bcs O -100
the O -100
movie O -100
sucks O -100
balls O -100
. O -100

  O -100
" O -100
Ermm O -100
. O -100
. O -100
it O -100
feels O -100
like O -100
there O -100
are O -100
many O -100
free O -100
tickets O Positive
at B-ASP Positive
mat I-ASP -100
kilau O -100
. O -100
. O -100
I O -100
got O -100
free O -100
tickets O -100
at O -100
mat O -100
kilau O -100
4 O -100
times O -100
. O -100
. O -100
police O -100
evo O -100
3 O -100
twice O -100
. O -100
. O -100
I O -100
haven O -100
’ O -100
t O -100
been O -100
able O -100
to O -100
get O -100
this O -100
anwar O -100
untold O -100
story O -100
because O -100
it O -100
’ O -100
s O -100
fun O -100
to O -100
run O -100
out O -100
of O -100
free O -100
ones O -100
. O -100
. O -100
just O -100
like O -100
any O -100
free O -100
movie O -100
I O -100
’ O -100
ve O -100
ever O -100
had O -100
I O -100
don O -100
’ O -100
t O -100
know O -100
hahahah O -100
. O -100
. O -100
if O -100
it O -100
’ O -100
s O -100
possible O -100
, O -100
I O -100
’ O -100
ll O -100
do O -100
it O -100
like O -100
this O -100
for O -100
another O -100
movie O -100
heheheheh O -100
" O -100

" O -100
I O -100
just O -100
finished O -100
watching O -100
it O -100
. O -100
Aq O -100
perati O -100
One2 O Negative
seats B-ASP -100
that O -100
show O -100
full O -100
on O -100
the O -100
website O -100
n O -100
All O -100
are O -100
full O -100
. O -100
Also O -100
, O -100
other O -100
people O -100
come O -100
. O -100
Yes O -100
, O -100
there O -100
are O -100
free O -100
tickets O -100
. O -100
But O -100
there O -100
are O -100
other O -100
movies O -100
too O -100
( O -100
tanda O -100
putera O -100
, O -100
Mat O -100
Kilau O -100
) O -100
. O -100
Why O -100
are O -100
you O -100
fussing O -100
? O -100
" O -100

" O -100
So O -100
, O -100
bangnon O -100
movies O -100
with O -100
Mat O -100
Kilaus O -100
, O -100
where O -100
else O -100
? O Neutral
Dialogue B-ASP -100
, O -100
story B-ASP -100
line O -100
, O -100
cinematography B-ASP -100
" O -100

" O -100
So O -100
, O -100
bangnon O -100
movies O -100
with O -100
Mat O -100
Kilaus O -100
, O -100
where O -100
else O -100
? O -100
Dialogue B-ASP -100
, O Neutral
story B-ASP -100
line O -100
, O -100
cinematography B-ASP -100
" O -100

" O -100
So O -100
, O -100
bangnon O -100
movies O -100
with O -100
Mat O -100
Kilaus O -100
, O -100
where O -100
else O -100
? O -100
Dialogue B-ASP -100
, O -100
story B-ASP -100
line O -100
, O Neutral
cinematography B-ASP -100
" O -100

" O -100
Mat O -100
Kilau O -100
. O -100
Iklan O -100
terlebih O -100
. O -100
Aku O -100
terkena O -100
juga O -100
. O -100
Bila O -100
tengok O -100
, O -100
hampeh O -100
. O -100
1 O -100
plot O -100
lama O -100
Cinema O -100
pun O -100
bg O -100
full O Neutral
slots B-ASP -100
/ O -100
day O -100
instead O -100
of O -100
4 O -100
slots O -100
/ O -100
day O -100
per O -100
cinema O -100
movie O -100
Anwar O -100
. O -100
" O -100

  O -100
" O -100
right O -100
? O -100
The O -100
other O -100
day O -100
, O -100
it O -100
was O -100
said O -100
that O -100
it O -100
can O -100
be O -100
used O -100
against O -100
sale O -100
Mat O -100
Kilau O -100
. O -100
to O -100
make O -100
a O -100
movie O -100
that O -100
doesn O -100
’ O -100
t O -100
use O Negative
this B-ASP -100
hill O -100
can O -100
only O -100
be O -100
a O -100
dream O -100
. O -100
hdshs O -100
" O -100

  O -100
" O -100
Make O -100
fun O -100
of O -100
him O -100
because O -100
he O -100
doesn O -100
’ O -100
t O -100
focus O -100
on O -100
the O -100
story O -100
line O -100
and O -100
then O -100
tears O -100
up O -100
. O -100
. O Positive
The B-ASP -100
message O -100
of O -100
the O -100
movie O -100
is O -100
good O -100
and O -100
important O -100
, O -100
there O -100
’ O -100
s O -100
no O -100
touch O -100
plaque O -100
. O -100
. O -100
The O -100
movie O -100
doesn O -100
’ O -100
t O -100
have O -100
a O -100
Mat O -100
Kilau O -100
finish O -100
, O -100
it O -100
’ O -100
s O -100
not O -100
a O -100
rush O -100
, O -100
it O -100
’ O -100
s O -100
a O -100
lot O -100
of O -100
citations O -100
, O -100
it O -100
’ O -100
s O -100
fine O -100
even O -100
if O -100
you O -100
press O -100
the O -100
psl O -100
of O -100
the O -100
racial O -100
issue O -100
, O -100
you O -100
need O -100
to O -100
take O -100
care O -100
of O -100
the O -100
Malays O -100
. O -100
. O -100
You O -100
’ O -100
re O -100
just O -100
dizzy O -100
. O -100
. O -100
" O -100

" O -100
Mat O -100
Kilau O -100
> O Neutral
Anwar B-ASP -100

* O -100
In O -100
terms O -100
of O Neutral
movie B-ASP -100
la O -100
tapi O -100
. O -100
" O -100

" O -100
Anwar O -100
& O -100
Mat O -100
Kilau O Neutral
movie B-ASP -100
. O -100

I O -100
’ O -100
ve O -100
noticed O -100
that O -100
Malaysians O -100
are O -100
too O -100
much O -100
against O -100
/ O -100
glorifying O -100
the O -100
fact O -100
that O -100
films O -100
like O -100
fact O -100
/ O -100
documentaries O -100
. O -100
Of O -100
course O -100
there O -100
are O -100
inaccuracies O -100
/ O -100
fallacies O -100
. O -100
Do O -100
you O -100
really O -100
believe O -100
that O -100
Leonardo O -100
Dicaprio O -100
died O -100
on O -100
the O Neutral
Titanic B-ASP -100
? O -100
? O -100
It O -100
’ O -100
s O -100
just O -100
a O -100
movie O -100
, O -100
bro O -100
. O -100
Just O -100
enjoy O -100
it O -100
as O -100
it O -100
is O -100
. O -100
" O -100

Objectively O -100
speaking O -100
, O -100
this O -100
movie O -100
opened O -100
strong O -100
then O -100
withered O -100
as O -100
an O -100
unnecessary O Negative
PSA B-ASP -100
that O -100
made O -100
the O -100
ending B-ASP -100
feel O -100
abrupt O -100
. O -100

Objectively O -100
speaking O -100
, O -100
this O -100
movie O -100
opened O -100
strong O -100
then O -100
withered O -100
as O -100
